code,label_en,datatype,mandatory
S2-2_05,Disclosure of Global Framework Agreement or other agreements related to respect of human rights of workers,narrative,false
S2-2_06,Disclosure of how effectiveness of engagement with value chain workers is assessed,narrative,false
S2-2_07,Disclosure of steps taken to gain insight into perspectives of value chain workers that may be particularly vulnerable to impacts and (or) marginalised,narrative,false
S2-2_08,Statement in case the undertaking has not adopted a general process to engage with value chain workers,narrative,false
S2-2_09,Disclosure of timeframe for adoption of general process to engage with  value chain workers  in case the undertaking has not adopted a general process for engagement,narrative,false
S2-3_01,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on  value chain workers,narrative,true
S2-3_02,Disclosure of specific channels in place for value chain workers to raise concerns or needs directly with undertaking and have them addressed,narrative,true
S2-3_03,Disclosure of processes through which undertaking supports or requires availability of channels,narrative,true
S2-3_04,Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured,narrative,true
S2-3_05,Disclosure of whether and how it is assessed that value chain workers are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,true
S2-3_06,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place,narrative,true
S2-3_07,Statement in case the undertaking has not adopted a channel for raising concerns,narrative,true
S2-3_08,Disclosure of timeframe for channel for raising concerns to be in place,narrative,false
S2-3_09,Disclosure of whether and how value chain workers are able to access channels at level of undertaking they are employed by or contracted to work for,narrative,true
S2-3_10,Third-party mechanisms are accessible to all workers,narrative,true
S2-3_11,Grievances are treated confidentially and with respect to rights of privacy and data protection,narrative,true
S2-3_12,Channels to raise concerns or needs allow for value chain workers to use them anonymously,narrative,true
S2-4_01,"Description of action planned or underway to prevent, mitigate or remediate material negative impacts on  value chain workers",narrative,true
S2-4_02,Description of whether and how action to provide or enable remedy in relation to an actual material impact,narrative,true
S2-4_03,Description of additional initiatives or processes with primary purpose of delivering positive impacts for value chain workers,narrative,true
S2-4_04,Description of how effectiveness of actions or initiatives in delivering outcomes for value chain workersis tracked and assessed,narrative,true
S2-4_05,Description of processes to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on  value chain workers,narrative,true
S2-4_06,Description of approach to taking action in relation to specific material negative impacts on value chain workers,narrative,true
S2-4_07,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  value chain workers  are available and effective in their implementation and outcomes,narrative,true
S2-4_08,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on  value chain workers  and how effectiveness is tracked,narrative,true
S2-4_09,Description of what action is planned or underway to pursue material opportunities in relation to  value chain workers,narrative,true
S2-4_10,Disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on value chain workers,narrative,true
S2-4_11,Disclosure of severe human rights issues and incidents connected to upstream and downstream value chain,narrative,true
S2-4_12,Disclosure of resources allocated to management of material impacts,narrative,true
S2-4_13,Disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting value chain workers,narrative,true
S2-4_14,Disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts,narrative,true
S2-4_15,Disclosure of whether and how value chain workers and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes,narrative,true
S2-4_16,Information about intended or achieved positive outcomes of programmes or processes for  value chain workers,narrative,true
S2-4_17,Initiatives or processes whose primary aim is to deliver positive impacts for  value chain workers  are designed also to support achievement of one or more of Sustainable Development Goals,narrative,true
S2-4_18,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,true
S2-5_01,"Disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in setting targets",narrative,true
S2-5_02,"Disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in tracking performance against targets",narrative,true
S2-5_03,"Disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking’s performance",narrative,true
S2-5_04,Disclosure of intended outcomes to be achieved in lives of  value chain workers,narrative,true
S2-5_05,Information about stability over time of target in terms of definitions and methodologies to enable comparability,narrative,true
S2-5_06,Disclosure of references to standards or commitments on which target is based,narrative,true
S2-MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to value chain workers [see ESRS 2 - MDR-A]",narrative,true
S2-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
S2-MDR-P_01-06,"Policies to manage material impacts, risks and opportunities related to value chain workers [see ESRS 2 MDR-P]",narrative,true
S2-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
S2-MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to value chain workers [see ESRS 2 - MDR-T]",narrative,true
S2-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
S2-SBM-3_01,All value chain workers  who can be materially impacted by undertaking are included in scope of disclosure under ESRS 2,narrative,true
S2-SBM-3_02,Description of types of value chain workers subject to material impacts,narrative,true
S2-SBM-3_03,Type of value chain workers subject to material impacts by own operations or through value chain,narrative,true
S2-SBM-3_04,"Disclosure of geographies or commodities for which there is significant risk of child labour, or of forced or compulsory labour, among workers in undertaking’s value chain",narrative,true
S2-SBM-3_05,Material negative impacts occurrence (value chain workers),narrative,false
S2-SBM-3_06,Description of activities that result in positive impacts and types of value chain workers  that are positively affected or could be positively affected,narrative,false
S2-SBM-3_07,Description of material risks and opportunities arising from impacts and dependencies on  value chain workers,narrative,true
S2-SBM-3_08,"Disclosure of whether and how the undertaking has developed an understanding of how workers with particular characteristics, those working in particular contexts, or those undertaking particular activities may be at greater risk of harm.",narrative,true
S2-SBM-3_09,Disclosure of which of material risks and opportunities arising from impacts and dependencies on value chain workers  are impacts on specific groups,narrative,true
S3-1_01,Disclosure of any  any particular policy provisions for preventing and addressing impacts on indigenous peoples,narrative,true
S3-1_02,Description of relevant human rights policy commitments relevant to affected communities,narrative,true
S3-1_03,"Disclosure of general approach in relation to respect for human rights of communities, and indigenous peoples specifically",narrative,true
S3-1_04,Disclosure of general approach in relation to engagement with affected communities,narrative,true
S3-1_05,Disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts,narrative,true
S3-1_06,Disclosure of whether and how policies are aligned with relevant internationally recognised instruments,narrative,true
S3-1_07,"Disclosure of extent and indication of nature of cases of non-respect of the UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises that involve affected communities",narrative,true
S3-1_08,Disclosure of explanations of significant changes to policies adopted during reporting year,narrative,true
S3-1_09,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,true
S3-2_01,Disclosure of whether and how perspectives of affected communities inform decisions or activities aimed at managing actual and potential impacts,narrative,true
S3-2_02,"Engagement occurs with affected communities or their legitimate representatives directly, or with credible proxies",narrative,false
S3-2_03,"Disclosure of stage at which engagement occurs, type of engagement and frequency of engagement",narrative,false
S3-2_04,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakings approach,narrative,false
S3-2_05,Disclosure of how the undertaking assesses the effectiveness of its engagement with affected communities,narrative,false
S3-2_06,Disclosure of steps taken to gain insight into perspectives of  affected communities hat may be particularly vulnerable to impacts and (or) marginalised,narrative,false
S3-2_07,Disclosure of whether and how the undertaking takes into account and ensures respect of particular rights of indigenous peoples in its stakeholder engagement approach,narrative,false
S3-2_08,Statement in case the undertaking has not adopted a general process to engage with affected communities,narrative,false
S3-2_09,Disclosure of timeframe for adoption of general process to engage with affected communities in case the undertaking has not adopted a general process for engagement,narrative,false
S3-3_10,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on affected communities,narrative,true
S3-3_11,Disclosure of specific channels in place for affected communities to raise concerns or needs directly with undertaking and have them addressed,narrative,true
S3-3_12,Disclosure of processes through which undertaking supports or requires availability of channels,narrative,true
S3-3_13,Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured,narrative,true
S3-3_14,Disclosure of whether and how it is assessed that affected communities are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,true
S3-3_15,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place,narrative,true
S3-3_16,Statement in case the undertaking has not adopted a general process to engage with affected communities,narrative,false
S3-3_17,Disclosure of timeframe for channel or processes for raising concerns to be in place,narrative,false
S3-3_18,Disclosure of whether and how affected communities are able to access channels at level of undertaking they are affected by,narrative,true
S3-3_19,Third-party mechanisms are accessible to all affected communities,narrative,true
S3-3_20,Grievances are treated confidentially and with respect to rights of privacy and data protection,narrative,true
S3-3_21,affected communities   are allowed to use anonymously channels to raise concerns or needs,narrative,true
S3-4_01,"Description of action taken, planned or underway to prevent, mitigate or remediate material negative impacts on affected communities",narrative,true
S3-4_02,Description of whether and how the undertaking has taken action to provide or enable remedy in relation to an actual material impact,narrative,true
S3-4_03,Description of additional initiatives or processes with primary purpose of delivering positive impacts for affected communities,narrative,true
S3-4_04,Description of how effectiveness of actions or initiatives in delivering outcomes for affected communities is tracked and assessed,narrative,true
S3-4_05,Description of processes to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on affected communities,narrative,true
S3-4_06,Description of approach to taking action in relation to specific material negative impacts on affected communities,narrative,true
S3-4_07,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on affected communities are available and effective in their implementation and outcomes,narrative,true
S3-4_08,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on affected communities and how effectiveness is tracked,narrative,true
S3-4_09,Description of what action is planned or underway to pursue material opportunities in relation to affected communities,narrative,true
S3-4_10,Disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on affected communities,narrative,true
S3-4_11,Disclosure of severe human rights issues and incidents connected to affected communities,narrative,true
S3-4_12,Disclosure of resources allocated to management of material impacts,narrative,true
S3-4_13,Disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting  affected communities,narrative,true
S3-4_14,Disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts,narrative,true
S3-4_15,Disclosure of whether and how affected communities  play role in decisions regarding design and implementation of programmes or investments,narrative,true
S3-4_16,Information about intended or achieved positive outcomes of programmes or investments for  affected communities,narrative,true
S3-4_17,"Explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen",narrative,true
S3-4_18,Initiatives or processes whose primary aim is to deliver positive impacts for affected communities are designed also to support achievement of one or more of Sustainable Development Goals,narrative,true
S3-4_19,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,true
S3-5_01,Disclosure of whether and how affected communities were engaged directly in setting targets,narrative,true
S3-5_02,Disclosure of whether and how affected communities  were engaged directly in tracking performance against targets,narrative,true
S3-5_03,Disclosure of whether and how affected communities  were engaged directly in identifying lessons or improvements as result of undertaking’s performance,narrative,true
S3-5_04,Disclosure of intended outcomes to be achieved in lives of  affected communities,narrative,true
S3-5_05,Information about stability over time of target in terms of definitions and methodologies to enable comparability,narrative,true
S3-5_06,Disclosure of references to standards or commitments on which target is based,narrative,true
S3-MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to affected communities [see ESRS 2 - MDR-A]",narrative,true
S3-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
S3-MDR-P_01-06,"Policies to manage material impacts, risks and opportunities related to affected communities [see ESRS 2 MDR-P]",narrative,true
S3-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
S3-MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to affected communities [see ESRS 2 - MDR-T]",narrative,true
S3-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
S3-SBM-3_01,All  affected communities who can be materially impacted by undertaking are included in scope of disclosure under ESRS 2,narrative,true
S3-SBM-3_02,Description of types of affected communities subject to material impacts,narrative,true
S3-SBM-3_03,Type of communities subject to material impacts by own operations or through value chain,narrative,true
S3-SBM-3_04,Material negative impacts occurrence (affected communities),narrative,false
S3-SBM-3_05,Description of activities that result in positive impacts and types of affected communities that are positively affected or could be positively affected,narrative,false
S3-SBM-3_06,Description of material risks and opportunities arising from impacts and dependencies on  affected communities,narrative,true
S3-SBM-3_07,"Disclosure of whether and how the undertaking has developed an understanding of how affected communities with particular characteristics or those living in particular contexts, or those undertaking particular activities may be at greater risk of harm",narrative,true
S3-SBM-3_08,Disclosure of which of material risks and opportunities arising from impacts and dependencies on affected communities are impacts on specific groups,narrative,true
S4-1_01,"Policies to manage material impacts, risks and opportunities related to affected consumers and end-users, including specific groups or all consumers / end-users",narrative,true
S4-1_02,Description of relevant human rights policy commitments relevant to consumers and/or end-users,narrative,true
S4-1_03,Disclosure of general approach in relation to respect for human rights of consumers and end-users,narrative,true
S4-1_04,Disclosure of general approach in relation to engagement with consumers and/or end-users,narrative,true
S4-1_05,Disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts,narrative,true
S4-1_06,Description of whether and how policies are aligned with relevant internationally recognised instruments,narrative,true
S4-1_07,"Disclosure of extent and indication of nature of cases of non-respect of the UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises that involve consumers and/or end-users",narrative,true
S4-1_08,Disclosure of explanations of significant changes to policies adopted during reporting year,narrative,true
S4-1_09,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,true
S4-2_01,Disclosure of whether and how perspectives of consumers and end-users inform decisions or activities aimed at managing actual and potential impacts,narrative,true
S4-2_02,"Engagement occurs with consumers and end-users  or their legitimate representatives directly, or with credible proxies",narrative,false
S4-2_03,"Disclosure of stage at which engagement occurs, type of engagement and frequency of engagement",narrative,false
S4-2_04,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakings approach,narrative,false
S4-2_05,Disclosure of how effectiveness of engagement with  consumers and end-users   is assessed,narrative,false
S4-2_06,Disclosure of steps taken to gain insight into perspectives of  consumers and end-users  / consumers and end-users that may be particularly vulnerable to impacts and (or) marginalised,narrative,false
S4-2_07,Statement in case the undertaking has not adopted a general process to engage with consumers and/or end-users,narrative,false
S4-2_08,Disclosure of timeframe for adoption of general process to engage with  consumers and end-users   in case the undertaking has not adopted a general process for engageme,narrative,false
S4-2_09,Type of role or function handling with engagement,narrative,true
S4-3_01,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on consumers and end-users,narrative,true
S4-3_02,Disclosure of specific channels in place for consumers and end-users to raise concerns or needs directly with undertaking and have them addressed,narrative,true
S4-3_03,Disclosure of processes through which undertaking supports or requires availability of channels,narrative,true
S4-3_04,Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured,narrative,true
S4-3_05,Disclosure of whether and how it is assessed that consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,true
S4-3_06,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place,narrative,true
S4-3_07,Statement in case the undertaking has not adopted a general process to engage with consumers and/or end-users,narrative,true
S4-3_08,Disclosure of timeframe for channel or processes for raising concerns to be in place,narrative,false
S4-3_09,Disclosure of whether and how consumers and/or end-users are able to access channels at level of undertaking they are affected by,narrative,true
S4-3_10,Third-party mechanisms are accessible to all consumers and/or end-users,narrative,true
S4-3_11,Grievances are treated confidentially and with respect to rights of privacy and data protection,narrative,true
S4-3_12,consumers and end-users   are allowed to use anonymously channels to raise concerns or needs,narrative,true
S4-3_13,Number of complaints received from consumers and/or end users during the reporting period,narrative,true
S4-4_01,"Description of action planned or underway to prevent, mitigate or remediate material negative impacts on consumers and end-users",narrative,true
S4-4_02,Description of whether and how action has been taken to provide or enable remedy in relation to an actual material impact,narrative,true
S4-4_03,Description of additional initiatives or processes with primary purpose of delivering positive impacts for consumers and end-users,narrative,true
S4-4_04,Description of how effectiveness of actions or initiatives in delivering outcomes for consumers and end-users is tracked and assessed,narrative,true
S4-4_05,Description of approach to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on  consumers and end-users,narrative,true
S4-4_06,Description of approach to taking action in relation to specific material impacts on consumers and end-users,narrative,true
S4-4_07,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  consumers and end-users are available and effective in their implementation and outcomes,narrative,true
S4-4_08,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on consumers and end-users and how effectiveness is tracked,narrative,true
S4-4_09,Description of what action is planned or underway to pursue material opportunities in relation to consumers and end-users,narrative,true
S4-4_10,Disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on consumers and end-users,narrative,true
S4-4_11,Disclosure of severe human rights issues and incidents connected to consumers and/or end-users,narrative,true
S4-4_12,Disclosure of resources allocated to management of material impacts,narrative,true
S4-4_13,Disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting  consumers and end-users,narrative,true
S4-4_14,Disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts,narrative,true
S4-4_15,Disclosure of how consumers and end-users play role in decisions regarding design and implementation of programmes or processes,narrative,true
S4-4_16,Information about intended or achieved positive outcomes of programmes or processes for consumers and end-users,narrative,true
S4-4_17,Initiatives or processes whose primary aim is to deliver positive impacts for consumers and/or end-users are designed also to support achievement of one or more of Sustainable Development Goals,narrative,true
S4-4_18,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,true
S4-5_01,Disclosure of whether and how consumers and end-users were engaged directly in setting targets,narrative,true
S4-5_02,Disclosure of whether and how consumers and end-users were engaged directly in tracking performance against targets,narrative,true
S4-5_03,Disclosure of whether and how consumers and end-users were engaged directly in identifying lessons or improvements as result of undertaking’s performance,narrative,true
S4-5_04,Disclosure of intended outcomes to be achieved in lives of consumers and end-users,narrative,true
S4-5_05,Information about stability over time of target in terms of definitions and methodologies to enable comparability,narrative,true
S4-5_06,Disclosure of references to standards or commitments on which target is based,narrative,true
S4-MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to consumers and end-users [see ESRS 2 - MDR-A]",narrative,true
S4-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
S4-MDR-P_01-06,"Policies to manage material impacts, risks and opportunities related to consumers and end-users [see ESRS 2 MDR-P]",narrative,true
S4-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
S4-MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to consumers and end-users [see ESRS 2 - MDR-T]",narrative,true
S4-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
S4-SBM-3_01,All  consumers and end-users who can be materially impacted by undertaking are included in scope of disclosure under ESRS 2,narrative,true
S4-SBM-3_02,Description of types of consumers and end-users subject to material impacts,narrative,true
S4-SBM-3_03,Type of consumers and end-users subject to material impacts by own operations or through value chain,narrative,true
S4-SBM-3_04,Material negative impacts occurrence (consumers and end-users),narrative,false
S4-SBM-3_05,Description of activities that result in positive impacts and types of  consumers and end-users that are positively affected or could be positively affected,narrative,false
S4-SBM-3_06,Description of material risks and opportunities arising from impacts and dependencies on  consumers and end-users,narrative,true
S4-SBM-3_07,"Disclosure of whether and how understanding of how consumers and end-users with particular characteristics, working in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed",narrative,true
S4-SBM-3_08,Disclosure of which of material risks and opportunities arising from impacts and dependencies on consumers and end-users are impacts on specific groups,narrative,true
SBM-1_01,Description of significant groups of products and (or) services offered,narrative,true
SBM-1_02,Description of significant markets and (or) customer groups served,narrative,true
SBM-1_03,Total number of employees (head count),narrative,true
SBM-1_04,Number of employees (head count),narrative,true
SBM-1_05,Description of products and services that are banned in certain markets,narrative,false
SBM-1_06,Total revenue,monetary,true
SBM-1_07,Revenue by significant ESRS Sectors,monetary,true
SBM-1_08,List of additional significant ESRS sectors in which significant activities are developed or in which undertaking is or may be connected to material impacts,narrative,true
SBM-1_09,"Undertaking is active in fossil fuel (coal, oil and gas) sector",narrative,true
SBM-1_10,"Revenue from fossil fuel (coal, oil and gas) sector",monetary,false
SBM-1_11,Revenue from coal,monetary,false
SBM-1_12,Revenue from oil,monetary,false
SBM-1_13,Revenue from gas,monetary,false
SBM-1_14,Revenue from Taxonomy-aligned economic activities related to fossil gas,monetary,false
SBM-1_15,Undertaking is active in chemicals production,narrative,false
SBM-1_16,Revenue from chemicals production,monetary,false
SBM-1_17,Undertaking is active in controversial weapons,narrative,false
SBM-1_18,Revenue from controversial weapons,monetary,false
SBM-1_19,Undertaking is active in cultivation and production of tobacco,narrative,false
SBM-1_20,Revenue from cultivation and production of tobacco,monetary,false
SBM-1_21,"Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders",narrative,true
SBM-1_22,"Disclosure of assessment of current significant products and (or) services, and significant markets and customer groups, in relation to sustainability-related goals",narrative,true
SBM-1_23,Disclosure of elements of strategy that relate to or impact sustainability matters,narrative,true
SBM-1_24,List of ESRS sectors that are significant for undertaking,narrative,false
SBM-1_25,Description of business model and value chain,narrative,true
SBM-1_26,"Description of inputs and approach to gathering, developing and securing inputs",narrative,true
SBM-1_27,"Description of outputs and outcomes in terms of current and expected benefits for customers, investors and other stakeholders",narrative,true
SBM-1_28,Description of main features of upstream and downstream value chain and undertakings position in value chain,narrative,true
SBM-2_01,Description of stakeholder engagement,narrative,true
SBM-2_02,Description of key stakeholders,narrative,true
SBM-2_03,Description of categories of stakeholders for which engagement occurs,narrative,true
SBM-2_04,Description of how stakeholder engagement is organised,narrative,true
SBM-2_05,Description of purpose of stakeholder engagement,narrative,true
SBM-2_06,Description of how outcome of stakeholder engagement is taken into account,narrative,true
SBM-2_07,Description of understanding of interests and views of key stakeholders as they relate to undertaking's strategy and business model,narrative,true
SBM-2_08,Description of amendments to strategy and (or) business model,narrative,false
SBM-2_09,Description of how strategy and (or) business model have been amended or are expected to be amended to address interests and views of stakeholders,narrative,false
SBM-2_10,Description of any further steps that are being planned and in what timeline,narrative,false
SBM-2_11,Further steps that are being planned are likely to modify relationship with and views of stakeholders,narrative,false
SBM-2_12,"Description of how administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts",narrative,true
SBM-3_01,Description of material impacts resulting from materiality assessment,narrative,true
SBM-3_02,Description of material risks and opportunities resulting from materiality assessment,narrative,true
SBM-3_03,"Disclosure of current and anticipated effects of material impacts, risks and opportunities on business model, value chain, strategy and decision-making, and how undertaking has responded or plans to respond to these effects",narrative,true
SBM-3_04,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment,narrative,true
SBM-3_05,Disclosure of whether and how material impacts originate from or are connected to strategy and business model,narrative,true
SBM-3_06,Disclosure of reasonably expected time horizons of material impacts,narrative,true
SBM-3_07,Description of nature of activities or business relationships through which undertaking is involved with material impacts,narrative,true
SBM-3_08,"Disclosure of current financial effects of material risks and opportunities on financial position, financial performance and cash flows and material risks and opportunities for which there is significant risk of material adjustment within next annual reporting period to carrying amounts of assets and liabilities reported in related financial statements",narrative,true
SBM-3_09,"Disclosure of anticipated financial effects of material risks and opportunities on financial position, financial performance and cash flows over short-, medium- and long-term",narrative,true
SBM-3_10,Information about resilience of strategy and business model regarding capacity to address material impacts and risks and to take advantage of material opportunities,narrative,true
SBM-3_11,"Disclosure of changes to material impacts, risks and opportunities compared to previous reporting period",narrative,true
SBM-3_12,"Disclosure of specification of impacts, risks and opportunities that are covered by ESRS Disclosure Requirements as opposed to those covered by additional entity-specific disclosures",narrative,true
